Product Name,Store Name,Price
PROTEAM BOLA TENIS MEJA,PT. CITRAWIDYA WIYATA,"IDR 23,250.00"
CITRAWIDYA WIYATA MEJA TENIS MEJA 18MM,PT. CITRAWIDYA WIYATA,"IDR 4,305,000.00"
CITRAWIDYA WIYATA PELUIT ELEKTRIK,PT. CITRAWIDYA WIYATA,"IDR 315,000.00"
Takei GRIP-D (DIGITAL GRIP DYNAMOMETER),PT. TRIPATRIA ANDALAN MEDIKA,"IDR 10,500,000.00"
CONTEMPLAS Performance Analysis,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 960,000,000.00"
CONTEMPLAS Gait Analysis,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 3,250,000,000.00"
CONTEMPLAS Sprint Start Analysis,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 1,740,000,000.00"
Delsys Trigno Avanti 8 Sensor,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 695,000,000.00"
Delsys Trigno Avanti 16 Sensor,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 1,258,000,000.00"
Aquamaxx Underwater Treadmill L800,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 298,000,000.00"
Aquamaxx Hydropathic Rehabilitation Equipment...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 1,266,000,000.00"
Takei BACK-D (DIGITAL BACK MUSCLE DYNAMOMETER...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 17,500,000.00"
Takei EXTENSION-D (DIGITAL BACKWARD FLEXMETER...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 9,000,000.00"
Takei REACTION (WHOLE BODY REACTION MEASURING...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 183,000,000.00"
Takei BALANCE-1,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 140,000,000.00"
Takei DEMONSTRATION SET FOR PSYCHOLOGICAL EXP...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 847,000,000.00"
Takei MARTIN-TYPE ANTHROPOLOMETER (B),PT. TRIPATRIA ANDALAN MEDIKA,"IDR 36,900,000.00"
Takei FLEXION-D (DIGITAL ANTEFLEXION METER) a...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 23,500,000.00"
Takei LANGE SKINFOLD CALIPER,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 23,900,000.00"
Takei JUMP-DF (DIGITAL VERTICAL JUMPMETER),PT. TRIPATRIA ANDALAN MEDIKA,"IDR 126,000,000.00"
Takei SIT & REACH (DIGITAL ANTEFLEXION METER)...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 21,900,000.00"
LODE Katana Sport,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 1,290,000,000.00"
LODE Excalibur Sport,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 500,000,000.00"
Matrix Performance Plus Treadmill With Touch ...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 703,051,000.00"
Matrix Performance Ascent Trainer with Touch ...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 456,951,000.00"
Matrix Performance Elliptical with Touch Cons...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 356,706,000.00"
Matrix Performance ClimbMill with Touch XL Co...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 468,315,000.00"
Matrix Performance Hybrid Cycle with Touch Co...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 291,159,000.00"
Matrix Performance Recumbent Cycle with Touch...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 286,207,000.00"
Matrix Performance Upright Cycle with Touch C...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 280,168,000.00"
Matrix Ultra Converging Chest Press,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 286,135,000.00"
Matrix Ultra Pec Fly / Rear Delt,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 283,296,000.00"
Matrix Ultra Converging Shoulder Press,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 277,505,000.00"
Matrix Ultra Diverging Lat Pulldown,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 280,116,000.00"
Matrix Ultra Abdominal Crunch,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 277,959,000.00"
Matrix Ultra Back Extension,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 278,867,000.00"
Matrix Ultra Rotary Torso,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 290,790,000.00"
Matrix Ultra Leg Press,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 348,248,000.00"
Matrix Ultra Leg Extension,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 278,640,000.00"
Matrix Ultra Seated Leg Curl,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 278,867,000.00"
Matrix Ultra Hip Adductor,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 276,142,000.00"
Matrix Ultra Base Hip adductor,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 275,915,000.00"
Matrix Connexus Free,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 373,721,000.00"
Matrix Connexus Perimeter,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 222,007,000.00"
Matrix Connexus Storage Station,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 63,772,000.00"
Matrix RXP Rower,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 123,424,000.00"
CXP Target Training Cycle,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 124,289,000.00"
Matrix Mega Magnum Half Rack,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 145,249,000.00"
Matrix Magnum Mega Power Rack,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 169,877,000.00"
Matrix Magnum Squat Rack,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 62,191,000.00"
Matrix Magnum Back Extension Bench,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 39,575,720.00"
Matrix Magnum Adjustable Decline Bench,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 33,662,000.00"
Matrix Magnum Multi-Adjustable Bench with Dec...,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 46,037,000.00"
Matrix Magnum Multi-Adjustable Bench LP,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 44,700,000.00"
Matrix Magnum Adjustable Ab Bench,PT. TRIPATRIA ANDALAN MEDIKA,"IDR 40,909,000.00"
Bola Kaki merk Specs Uk 5,CV. DELTA KHARISMA,"IDR 700,000.00"
NELO Perahu Kayak Double (k-2),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 254,215,500.00"
NELO Perahu Canoe Single (c-1),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 177,429,000.00"
NELO Perahu Canoe Double (c-2),PT. PANDAWA SAPTO DEWI PESISIR,"IDR 257,544,000.00"
Wintech Perahu Double Rowing Scull,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 289,737,000.00"
BRACA Dayung Kayak,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 14,563,500.00"
BRACA Dayung Dragon Boat,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 6,898,500.00"
CONCEPT 2 Indoor Rowing Machines /RowERG PM 4...,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 59,787,000.00"
BRACA Dayung Canoe,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 14,563,500.00"
CONCEPT 2 Dayung Rowing Scoling,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 44,457,000.00"
Wintech Perahu Single Rowing Scull,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 289,737,000.00"
Stroke coach,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 20,163,000.00"
CONCEPT 2 Mesin Rowing Ergometer,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 49,783,500.00"
CONCEPT 2 Dayung Sculling,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 37,018,500.00"
CROKER Dayung Sweep,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 33,189,000.00"
Harnes Panjat Tebing,New Star Fajarindo,"IDR 2,770,000.00"
PETZL Belay Device Climbing,New Star Fajarindo,"IDR 615,500.00"
Carabiner Screw Panjat Tebing,New Star Fajarindo,"IDR 869,600.00"
Magnesium Carbonate,New Star Fajarindo,"IDR 104,000.00"
Bola Voli Molten,New Star Fajarindo,"IDR 750,000.00"
tanpa merk OKEFIT DECLINE BENCHPRESS,PT.BINTANG WORO BERSINAR,"IDR 22,544,000.00"
tanpa merk OKEFIT LEG EXTENSION,PT.BINTANG WORO BERSINAR,"IDR 28,970,000.00"
Exercisi trealmill,AGHNIA MEDIA UTAMA,"IDR 12,000,000.00"
Tenis Table,AGHNIA MEDIA UTAMA,"IDR 8,000,000.00"
tanpa merk OKEFIT FLAT BENCHPRESS,PT.BINTANG WORO BERSINAR,"IDR 22,544,000.00"
Tali Dinamis panjat Tebing,New Star Fajarindo,"IDR 3,115,200.00"
Tali Statis Panjat Tebing,New Star Fajarindo,"IDR 2,076,400.00"
tanpa merk OKEFIT RAK + DUMBEL SET,PT.BINTANG WORO BERSINAR,"IDR 35,278,000.00"
tanpa merk OKEFIT LAT PULLDOWN + ROWING,PT.BINTANG WORO BERSINAR,"IDR 28,970,000.00"
tanpa merk OKEFIT CABLE CROSS MULTIGYM,PT.BINTANG WORO BERSINAR,"IDR 48,894,000.00"
tanpa merk OKEFIT SMITH MACHINE,PT.BINTANG WORO BERSINAR,"IDR 35,278,000.00"
Kaca mata renang,New Star Fajarindo,"IDR 229,000.00"
Net Badminton Arrowpoint,New Star Fajarindo,"IDR 170,000.00"
Net Pingpong Super Butterfly,New Star Fajarindo,"IDR 208,000.00"
Climbing Shoes La Sportiva Cobra,Sport.idi,"IDR 2,350,000.00"
Seat Harness Black Diamond,Sport.idi,"IDR 1,250,000.00"
Quikdraw / Runner Set Black Diamond,Sport.idi,"IDR 450,000.00"
Tempat Minum  Stainless Steel Tumbler  500ML,CV Dias Dika Dimensi,"IDR 70,000.00"
Sepatu Atletik,New Star Fajarindo,"IDR 973,000.00"
Outdoor Fitnes Double Elliptical Machine WTY-...,PT WAHANA TIRTA ESTETIKA,"IDR 19,112,500.00"
Outdoor Fitnes Single Eliptical Machine WTY-0...,PT WAHANA TIRTA ESTETIKA,"IDR 13,475,000.00"
Outdoor Fitnes Double Sky Walker WTY-0402,PT WAHANA TIRTA ESTETIKA,"IDR 19,112,500.00"
Outdoor Fitnes Single Air Walker WTY-0501,PT WAHANA TIRTA ESTETIKA,"IDR 12,237,500.00"
Outdoor Fitnes Double Air Walker WTY-0502,PT WAHANA TIRTA ESTETIKA,"IDR 16,500,000.00"
Outdoor Fitnes Double Pedal Machine WTY-0201,PT WAHANA TIRTA ESTETIKA,"IDR 15,537,500.00"
Outdoor Fitnes Triple Pedal Machine WTY-0202,PT WAHANA TIRTA ESTETIKA,"IDR 17,531,250.00"
Outdoor Fitnes Single Rider WTY-0701,PT WAHANA TIRTA ESTETIKA,"IDR 11,687,500.00"
Outdoor Fitnes Triple Twister Machine WTY-020...,PT WAHANA TIRTA ESTETIKA,"IDR 12,237,500.00"
Outdoor Fitnes Single Sit Up Board WTY-1901,PT WAHANA TIRTA ESTETIKA,"IDR 12,500,000.00"
Outdoor Fitnes Double Pendulum WTY-1401,PT WAHANA TIRTA ESTETIKA,"IDR 12,237,500.00"
Outdoor Fitnes Double Static Bike WTY-0802,PT WAHANA TIRTA ESTETIKA,"IDR 19,112,500.00"
Outdoor Fitnes Double Bench Press WTY-0103,PT WAHANA TIRTA ESTETIKA,"IDR 20,625,000.00"
Outdoor Fitnes Double Seated Push Equipment W...,PT WAHANA TIRTA ESTETIKA,"IDR 20,625,000.00"
Outdoor Fitnes Seated Push Pull Machine WTY-0...,PT WAHANA TIRTA ESTETIKA,"IDR 20,625,000.00"
Outdoor Fitnes Push Up Pull Up Bars WTY-2601,PT WAHANA TIRTA ESTETIKA,"IDR 15,812,500.00"
Outdoor Fitnes Gymnastic Bars WTY-2402,PT WAHANA TIRTA ESTETIKA,"IDR 15,812,500.00"
Raket Bulutangkis Yonex,New Star Fajarindo,"IDR 1,142,000.00"
Karet bet Pingpong,New Star Fajarindo,"IDR 490,000.00"
MIZUNO Net Voli Seling Kawat,CV. Multi Solution Marketing,"IDR 197,858.00"
SHIAMIQ BOLA SHOWDOWN BLS 001,CV SHIAMIQ TERANG ABADI,"IDR 295,000.00"
Bet Ping Pong Double Fish CK-205 Original,CV. Multi Solution Marketing,"IDR 204,240.00"
Bet Ping Pong Donic Waldner Line 400,CV. Multi Solution Marketing,"IDR 204,240.00"
MIKASA Gold Net Voli / Volley,CV. Multi Solution Marketing,"IDR 141,884.00"
Butterfly Net Dan Tiang Pingpong,CV. Multi Solution Marketing,"IDR 261,683.00"
Butterfly Meja Ping Pong (Lokal),CV. Multi Solution Marketing,"IDR 2,553,000.00"
Raket Badminton / Bulu Tangkis Yonex Jepang D...,CV. Multi Solution Marketing,"IDR 222,111.00"
Raket Badminton / Bulu Tangkis Yonex Jepang M...,CV. Multi Solution Marketing,"IDR 478,688.00"
Shuttlecock / Kok Bulu Tangkis LINING,CV. Multi Solution Marketing,"IDR 223,388.00"
Deli Agnite Shuttlecock / Kok Bulu Tangkis Pr...,CV. Multi Solution Marketing,"IDR 124,969.00"
Raket Badminton / Bulu Tangkis Isi 2 Raket F2...,CV. Multi Solution Marketing,"IDR 276,873.00"
Raket Badminton / Bulu Tangkis Lining Import ...,CV. Multi Solution Marketing,"IDR 185,093.00"
PDN Bola Voli / Volley Nassau New Patriot Siz...,CV. Multi Solution Marketing,"IDR 283,383.00"
Delizia Deli Agnite SIze 5 PVC Bola Voli / Vo...,CV. Multi Solution Marketing,"IDR 144,883.00"
PUMA Bola Sepak Orbita Serie A (Fifa Quality)...,CV. Multi Solution Marketing,"IDR 509,324.00"
Bola Ping Pong Tenis Meja DHS 3 Bintang Warna...,CV. Multi Solution Marketing,"IDR 43,401.00"
Nike Bola Sepak PL STRIKE 3RD-SP22 ORIGINAL D...,CV. Multi Solution Marketing,"IDR 380,397.00"
DUNLOP Australian Bola Tenis Isi 4,CV. Multi Solution Marketing,"IDR 119,991.00"
Bola Sepak / Bola Futsal Specs Original Size ...,CV. Multi Solution Marketing,"IDR 169,775.00"
MIKASA Bola Voli / Volley MV 210 Original,CV. Multi Solution Marketing,"IDR 441,592.00"
Shuttlecock / Kok Bulu Tangkis Raja Sinar,CV. Multi Solution Marketing,"IDR 38,295.00"
Shuttlecock / Kok Bulu Tangkis Gorilla 3 In 1...,CV. Multi Solution Marketing,"IDR 165,945.00"
Net Badminton / Bulu Tangkis Portable Folding...,CV. Multi Solution Marketing,"IDR 638,249.00"
MIKASA Bola Sepak Anak (Junior) No. 4,CV. Multi Solution Marketing,"IDR 136,586.00"
DUNLOP Dunlop Fort 3 Bola Tenis,CV. Multi Solution Marketing,"IDR 93,823.00"
Montana Bola Tenis Isi 3,CV. Multi Solution Marketing,"IDR 22,339.00"
Butterfly Bola Ping Pong G40+ Plastic Ball 3 ...,CV. Multi Solution Marketing,"IDR 112,332.00"
DUNLOP Fort Bola Tenis Isi 4 Bola All Court O...,CV. Multi Solution Marketing,"IDR 123,821.00"
BOLA TENIS,Andy Senfri,"IDR 115,000.00"
BOLA VOLI,Andy Senfri,"IDR 545,000.00"
Tas Kontingen,CV. Mega Sakti Kencana,"IDR 199,800.00"
Stopwatch,PT. PANDAWA SAPTO DEWI PESISIR,"IDR 6,514,200.00"
CITRAWIDYA WIYATA HURDLES 30cm,PT. CITRAWIDYA WIYATA,"IDR 350,000.00"
BOLA KAKI,Andy Senfri,"IDR 650,000.00"
STOPWATCH,Andy Senfri,"IDR 350,000.00"
Sporty PERALATAN OLAHRAGA KOTA TARAKAN,CV DZAKY GOLDEN,"IDR 1,459,000.00"
RAKET BULU TANGKIS,PT. AMARCO INDO,"IDR 446,775.00"
BOLA BASKET NO 5,PT. AMARCO INDO,"IDR 510,600.00"
BOLA VOLLY NO 4,PT. AMARCO INDO,"IDR 638,250.00"
BOLA FUTSAL NO 4,PT. AMARCO INDO,"IDR 612,720.00"
BOLA SEPAK NO 4,PT. AMARCO INDO,"IDR 612,720.00"
Azka Sport Indonesia Dayung Perahu Naga Fiber...,PT. Azka Sport Indonesia,"IDR 1,998,000.00"
Dayung Perahu Naga Braca,PT. Azka Sport Indonesia,"IDR 4,995,000.00"
Azka Sport Indonesia Dayung Canoe Carbon,PT. Azka Sport Indonesia,"IDR 4,995,000.00"
Dayung Canoe Braca,PT. Azka Sport Indonesia,"IDR 9,435,000.00"
Azka Sport Indonesia Dayung Kayak Carbon,PT. Azka Sport Indonesia,"IDR 4,995,000.00"
Dayung Kayak Braca,PT. Azka Sport Indonesia,"IDR 9,435,000.00"
Obut Match,PT. Azka Sport Indonesia,"IDR 2,553,000.00"
Obut Junior,PT. Azka Sport Indonesia,"IDR 1,276,500.00"
Circle Obut,PT. Azka Sport Indonesia,"IDR 310,800.00"
OBUT MACTH IT,PT. Azka Sport Indonesia,"IDR 3,663,000.00"
OBUT MACTH PLUS,PT. Azka Sport Indonesia,"IDR 4,440,000.00"
OBUT ATX,PT. Azka Sport Indonesia,"IDR 7,770,000.00"
Busur Panahan Standar,PT. Azka Sport Indonesia,"IDR 1,723,275.00"
Anak Panah Carbon,PT. Azka Sport Indonesia,"IDR 881,118.00"
NELO Perahu Kayak Singel (K1) Carbon,PT. Azka Sport Indonesia,"IDR 168,831,000.00"
NELO Perahu Kayak Doubel (K2),PT. Azka Sport Indonesia,"IDR 233,766,000.00"
NELO Perahu Kayak Four (K4) Carbon,PT. Azka Sport Indonesia,"IDR 424,242,000.00"
NELO Perahu Canoe Singel (C1) Carbon,PT. Azka Sport Indonesia,"IDR 155,844,000.00"
NELO Perahu Canoe Doubel (C2) Carbon,PT. Azka Sport Indonesia,"IDR 216,450,000.00"
Ergometer Kayak,PT. Azka Sport Indonesia,"IDR 105,450,000.00"
Ergometer Canoe,PT. Azka Sport Indonesia,"IDR 102,120,000.00"
SHUA 3 Station Multi Gym SHUA SH-G5203,PT. Gudang Solusi Acommerce,"IDR 79,300,000.00"
SHUA Leg Press SHUA SH-G7807,PT. Gudang Solusi Acommerce,"IDR 130,100,000.00"
SHUA Leg Extension SHUA SH-G7808,PT. Gudang Solusi Acommerce,"IDR 118,300,000.00"
SHUA Prone Leg Curl SHUA SH-G7809,PT. Gudang Solusi Acommerce,"IDR 118,300,000.00"
SHUA Glute Machine SHUA SH-G7810,PT. Gudang Solusi Acommerce,"IDR 118,300,000.00"
SHUA Chest Press SHUA SH-G8801,PT. Gudang Solusi Acommerce,"IDR 162,400,000.00"
SHUA Shoulder  Press SHUA SH-G8802,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Lat Pulldown SHUA SH-G8803,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Row/Rear Deltoid SHUA SH-G8804,PT. Gudang Solusi Acommerce,"IDR 162,400,000.00"
SHUA Seated Leg Press SHUA SH-G8805,PT. Gudang Solusi Acommerce,"IDR 162,400,000.00"
SHUA Leg Extension SHUA SH-G8806,PT. Gudang Solusi Acommerce,"IDR 162,400,000.00"
SHUA Prone Leg Curl SHUA SH-G8807,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Abductor / Adductor SHUA SH-G8808,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Hip Trust SHUA SH-G8809,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Pec Fly / Rear Deltoid SHUA SH-G8810,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Back Muscle stretch Trainer SHUA SH-G881...,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Abdominal SHUA SH-G8814,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Sitting Biceps and Triceps Dual Function...,PT. Gudang Solusi Acommerce,"IDR 147,300,000.00"
SHUA Sitting Thigh Trainer SHUA SH-G8816,PT. Gudang Solusi Acommerce,"IDR 174,300,000.00"
SHUA Smith Machine SHUA SH-G8818,PT. Gudang Solusi Acommerce,"IDR 124,700,000.00"
SHUA Squat Rack SHUA SH-G8901,PT. Gudang Solusi Acommerce,"IDR 79,500,000.00"
SHUA Full Cage SHUA SH-G8902,PT. Gudang Solusi Acommerce,"IDR 119,300,000.00"
SHUA Full Cage+ Functional Trainer SHUA SH-G8...,PT. Gudang Solusi Acommerce,"IDR 172,100,000.00"
SHUA Split Seated Standing Press Trainer SHUA...,PT. Gudang Solusi Acommerce,"IDR 88,100,000.00"
SHUA Split Moving Seated  Chest  Push  Traine...,PT. Gudang Solusi Acommerce,"IDR 97,800,000.00"
SHUA Luxury Station Gym  SHUA SH-6501,PT. Gudang Solusi Acommerce,"IDR 93,500,000.00"
SHUA 4 Station Multi Gym SHUA SH-G5205,PT. Gudang Solusi Acommerce,"IDR 128,900,000.00"
SHUA Treadmill SHUA SH-T6500A,PT. Gudang Solusi Acommerce,"IDR 82,700,000.00"
SHUA Single Station Gym SHUA SH-5201,PT. Gudang Solusi Acommerce,"IDR 59,100,000.00"
SHUA Treadmill SHUA SH-T5170A,PT. Gudang Solusi Acommerce,"IDR 59,100,000.00"
SHUA Elliptical SHUA SH-B6500E,PT. Gudang Solusi Acommerce,"IDR 66,600,000.00"
SHUA Upright Bike SHUA SH-B6500U,PT. Gudang Solusi Acommerce,"IDR 47,200,000.00"
SHUA Recumbent Bike SHUA SH-B6500R,PT. Gudang Solusi Acommerce,"IDR 53,700,000.00"
SHUA Treadmill SHUA SH-T8919T,PT. Gudang Solusi Acommerce,"IDR 195,800,000.00"
SHUA Treadmill SHUA SH-T8919,PT. Gudang Solusi Acommerce,"IDR 142,000,000.00"
SHUA Treadmill Curve SHUA SH-T901Z,PT. Gudang Solusi Acommerce,"IDR 208,700,000.00"
SHUA 45 Inch Leg Press SHUA SH-G6914,PT. Gudang Solusi Acommerce,"IDR 72,000,000.00"
Abdominal Trainer SHUA SH-G6915,PT. Gudang Solusi Acommerce,"IDR 67,700,000.00"
SHUA Chest Press SHUA SH-G7801,PT. Gudang Solusi Acommerce,"IDR 130,100,000.00"
SHUA Butterfly SHUA SH-G7802,PT. Gudang Solusi Acommerce,"IDR 124,700,000.00"
SHUA Lat Pulldown SHUA SH-G7803,PT. Gudang Solusi Acommerce,"IDR 130,100,000.00"
SHUA Seated Row Trainer SHUA SH-G7804,PT. Gudang Solusi Acommerce,"IDR 130,100,000.00"
SHUA Shoulder Press SHUA SH-G7805,PT. Gudang Solusi Acommerce,"IDR 130,100,000.00"
SHUA Seated Lateral Lift SHUA SH-G7806,PT. Gudang Solusi Acommerce,"IDR 124,700,000.00"
SHUA Wall Mounted Trainer  SHUA SH-G699,PT. Gudang Solusi Acommerce,"IDR 93,500,000.00"
Net Voli Mitzuda,New Star Fajarindo,"IDR 794,000.00"
Senar Badminton Yonex,New Star Fajarindo,"IDR 123,400.00"
Bola Voli (Molten v5m 5000),SANG KREASI NUSANTARA,"IDR 660,000.00"
Bola Basket (Molten B7G 3000),SANG KREASI NUSANTARA,"IDR 550,000.00"
Bola Tenis Meja DHS,SANG KREASI NUSANTARA,"IDR 235,000.00"
Bola Voli (Molten V5M 3500),SANG KREASI NUSANTARA,"IDR 445,000.00"
Raket Bulutangkis (Lining turbo 50/60/70),SANG KREASI NUSANTARA,"IDR 420,000.00"
Bola Kaki (Molten F5A 2600),SANG KREASI NUSANTARA,"IDR 385,000.00"
Raket Tenis Yonex E-Zone 98,PT. GISOS PRATAMA PERKASA,"IDR 4,361,190.00"
Karpet Lapangan Indoor Tenis Meja,PT. GISOS PRATAMA PERKASA,"IDR 49,950,000.00"
MATRAS LANTAI 3CM,Andy Senfri,"IDR 330,000.00"
KAIN SAMPING SENI,Andy Senfri,"IDR 250,000.00"
KARET RESISTANCE,Andy Senfri,"IDR 450,000.00"
ENGKEL KAKI,Andy Senfri,"IDR 35,000.00"
GOLOK IPSI,Andy Senfri,"IDR 151,000.00"
ENGKEL TANGAN,Andy Senfri,"IDR 55,000.00"
BODI ATURAN BARU REMA,Andy Senfri,"IDR 755,000.00"
TOYA IPSI,Andy Senfri,"IDR 75,000.00"
CONE SEGITIGA,Andy Senfri,"IDR 300,000.00"
BOSSU BALANCING,Andy Senfri,"IDR 1,050,000.00"
KONE PIRINGAN,Andy Senfri,"IDR 305,000.00"
HURDLE HOPING,Andy Senfri,"IDR 655,000.00"
PELINDUNG KAKI,Andy Senfri,"IDR 250,000.00"
Fin Swim,PT. GISOS PRATAMA PERKASA,"IDR 1,831,500.00"
Baju Renang Speedo,PT. GISOS PRATAMA PERKASA,"IDR 8,325,000.00"
Seat Harness Ajustable Petzl,PT ANTARA JAYA SPORT,"IDR 1,750,000.00"
Karpet PVC Ruber 100x120 cm,PT ANTARA JAYA SPORT,"IDR 300,000.00"
Shutlekock,PT ANTARA JAYA SPORT,"IDR 163,000.00"
Jam Catur Digital DGT 2010,PT. GISOS PRATAMA PERKASA,"IDR 2,457,540.00"
Adidas Sabuk Judo Warna Hitam IJF Approved - ...,PT. GISOS PRATAMA PERKASA,"IDR 749,250.00"
Butterfly Kayu Bed Butterfly (Tenis Meja),PT. GISOS PRATAMA PERKASA,"IDR 1,853,700.00"
Celana Renang TYR,PT. GISOS PRATAMA PERKASA,"IDR 775,890.00"
Tongkat Estafet,PT. GISOS PRATAMA PERKASA,"IDR 4,350,000.00"
Raket Bulutangkis Yonex,PT. GISOS PRATAMA PERKASA,"IDR 2,386,500.00"
Seiko Stopwatch S23603P1,PT. GISOS PRATAMA PERKASA,"IDR 1,720,500.00"
Celana Renang TYR Teramo Jammer,PT. GISOS PRATAMA PERKASA,"IDR 910,000.00"
"Bajun Renang TYR, Teramo Diamond Fit",PT. GISOS PRATAMA PERKASA,"IDR 1,270,000.00"
Net Bulutangkis Yonex BN 143C Pro,PT. GISOS PRATAMA PERKASA,"IDR 1,082,250.00"
Karpet Lapangan Indoor Boccia,PT. GISOS PRATAMA PERKASA,"IDR 49,950,000.00"
Karpet Lapangan Indoor Multifungsi,PT. GISOS PRATAMA PERKASA,"IDR 52,725,000.00"
Peluit Elektrik,PT. GISOS PRATAMA PERKASA,"IDR 344,100.00"
Celana Renang Speedo,PT. GISOS PRATAMA PERKASA,"IDR 7,381,000.00"
Lempar Lembing 800 Gram,PT. GISOS PRATAMA PERKASA,"IDR 6,930,000.00"
"MATRAS JUDO - IJF APPROVED, 200cm x 100cm x 5...",PT. GISOS PRATAMA PERKASA,"IDR 4,800,750.00"
HAND BOX,Andy Senfri,"IDR 355,000.00"
PECHING BOX,Andy Senfri,"IDR 710,000.00"
Double Fish MEJA PINGPONG DOUBLE FISH,Andy Senfri,"IDR 5,150,000.00"
Lempar Lembing 600 gr,PT. GISOS PRATAMA PERKASA,"IDR 6,340,000.00"
Starting Block,PT. GISOS PRATAMA PERKASA,"IDR 4,079,000.00"
Sepatu Lari,PT. GISOS PRATAMA PERKASA,"IDR 3,496,500.00"
Busur Standard Nasional,PT. GISOS PRATAMA PERKASA,"IDR 2,414,250.00"
Target Face/Sasaran Target,PT. GISOS PRATAMA PERKASA,"IDR 160,950.00"
"Matras Judo - IJF Approved, 200cm x 100cm x 5...",PT. GISOS PRATAMA PERKASA,"IDR 4,800,750.00"
Celana Renang TYR Meteorite Jammer,PT. GISOS PRATAMA PERKASA,"IDR 910,000.00"
HOYT Busur Compound Hoyt,PT. GISOS PRATAMA PERKASA,"IDR 27,195,000.00"
Arrow Easton Protour,PT. GISOS PRATAMA PERKASA,"IDR 8,547,000.00"
Arrow Easton X10,PT. GISOS PRATAMA PERKASA,"IDR 8,547,000.00"
